Time;MoteID;State;Value;TotalTicks;Permil
360390000;7;Energest  ] Deep LPM;0;  60000000 ;0
360390000;7;Energest  ] Radio Tx;686024;  60000000 ;11
360390000;7;Energest  ] Radio Rx;58263976;  60000000 ;971
360390000;7;Energest  ] Radio total;58950000;  60000000 ;982
360527000;3;Energest  ] CPU;657392;  60000000 ;10
360527000;3;Energest  ] LPM;59342608;  60000000 ;989
360527000;3;Energest  ] Deep LPM;0;  60000000 ;0
360527000;3;Energest  ] Radio Tx;173408;  60000000 ;2
360527000;3;Energest  ] Radio Rx;58979232;  60000000 ;982
360527000;3;Energest  ] Radio total;59152640;  60000000 ;985
360576000;6;Energest  ] CPU;697080;  60000000 ;11
360576000;6;Energest  ] LPM;59302920;  60000000 ;988
360576000;6;Energest  ] Deep LPM;0;  60000000 ;0
360576000;6;Energest  ] Radio Tx;81832;  60000000 ;1
360576000;6;Energest  ] Radio Rx;56336872;  60000000 ;938
360576000;6;Energest  ] Radio total;56418704;  60000000 ;940
360739000;2;Energest  ] CPU;236904;  60000000 ;3
360739000;2;Energest  ] LPM;59763096;  60000000 ;996
360739000;2;Energest  ] Deep LPM;0;  60000000 ;0
360739000;2;Energest  ] Radio Tx;108696;  60000000 ;1
360739000;2;Energest  ] Radio Rx;49889432;  60000000 ;831
360739000;2;Energest  ] Radio total;49998128;  60000000 ;833
360858000;4;Energest  ] CPU;647832;  60000000 ;10
360858000;4;Energest  ] LPM;59352168;  60000000 ;989
360858000;4;Energest  ] Deep LPM;0;  60000000 ;0
360858000;4;Energest  ] Radio Tx;235128;  60000000 ;3
360858000;4;Energest  ] Radio Rx;56125872;  60000000 ;935
360858000;4;Energest  ] Radio total;56361000;  60000000 ;939
420262000;1;Energest  ] CPU;1208936;  60000000 ;20
420262000;1;Energest  ] LPM;58791064;  60000000 ;979
420262000;1;Energest  ] Deep LPM;0;  60000000 ;0
420262000;1;Energest  ] Radio Tx;575520;  60000000 ;9
420262000;1;Energest  ] Radio Rx;58224480;  60000000 ;970
420262000;1;Energest  ] Radio total;58800000;  60000000 ;980
420383000;5;Energest  ] CPU;2052984;  60000000 ;34
420383000;5;Energest  ] LPM;57947016;  60000000 ;965
420383000;5;Energest  ] Deep LPM;0;  60000000 ;0
420383000;5;Energest  ] Radio Tx;1058040;  60000000 ;17
420383000;5;Energest  ] Radio Rx;57741960;  60000000 ;962
420383000;5;Energest  ] Radio total;58800000;  60000000 ;980
420390000;7;Energest  ] CPU;2005120;  60000000 ;33
420390000;7;Energest  ] LPM;57994880;  60000000 ;966
420390000;7;Energest  ] Deep LPM;0;  60000000 ;0
420390000;7;Energest  ] Radio Tx;973176;  60000000 ;16
420390000;7;Energest  ] Radio Rx;57845624;  60000000 ;964
420390000;7;Energest  ] Radio total;58818800;  60000000 ;980
420527000;3;Energest  ] CPU;878672;  60000000 ;14
420527000;3;Energest  ] LPM;59121328;  60000000 ;985
420527000;3;Energest  ] Deep LPM;0;  60000000 ;0
420527000;3;Energest  ] Radio Tx;260800;  60000000 ;4
420527000;3;Energest  ] Radio Rx;58415520;  60000000 ;973
420527000;3;Energest  ] Radio total;58676320;  60000000 ;977
420576000;6;Energest  ] CPU;842640;  60000000 ;14
420576000;6;Energest  ] LPM;59157360;  60000000 ;985
420576000;6;Energest  ] Deep LPM;0;  60000000 ;0
420576000;6;Energest  ] Radio Tx;61592;  60000000 ;1
420576000;6;Energest  ] Radio Rx;58738408;  60000000 ;978
420576000;6;Energest  ] Radio total;58800000;  60000000 ;980
420739000;2;Energest  ] CPU;270152;  60000000 ;4
420739000;2;Energest  ] LPM;59729848;  60000000 ;995
420739000;2;Energest  ] Deep LPM;0;  60000000 ;0
420739000;2;Energest  ] Radio Tx;127656;  60000000 ;2
420739000;2;Energest  ] Radio Rx;52724696;  60000000 ;878
420739000;2;Energest  ] Radio total;52852352;  60000000 ;880
420858000;4;Energest  ] CPU;878384;  60000000 ;14
420858000;4;Energest  ] LPM;59121616;  60000000 ;985
420858000;4;Energest  ] Deep LPM;0;  60000000 ;0
420858000;4;Energest  ] Radio Tx;308280;  60000000 ;5
420858000;4;Energest  ] Radio Rx;58080720;  60000000 ;968
420858000;4;Energest  ] Radio total;58389000;  60000000 ;973
480262000;1;Energest  ] CPU;1099728;  60000000 ;18
480262000;1;Energest  ] LPM;58900272;  60000000 ;981
480262000;1;Energest  ] Deep LPM;0;  60000000 ;0
480262000;1;Energest  ] Radio Tx;525040;  60000000 ;8
480262000;1;Energest  ] Radio Rx;57224960;  60000000 ;953
480262000;1;Energest  ] Radio total;57750000;  60000000 ;962
480383000;5;Energest  ] CPU;1943416;  60000000 ;32
480383000;5;Energest  ] LPM;58056584;  60000000 ;967
480383000;5;Energest  ] Deep LPM;0;  60000000 ;0
480383000;5;Energest  ] Radio Tx;998056;  60000000 ;16
480383000;5;Energest  ] Radio Rx;57201944;  60000000 ;953
480383000;5;Energest  ] Radio total;58200000;  60000000 ;970
480390000;7;Energest  ] CPU;1846848;  60000000 ;30
480390000;7;Energest  ] LPM;58153152;  60000000 ;969
480390000;7;Energest  ] Deep LPM;0;  60000000 ;0
480390000;7;Energest  ] Radio Tx;896928;  60000000 ;14
480390000;7;Energest  ] Radio Rx;57321112;  60000000 ;955
480390000;7;Energest  ] Radio total;58218040;  60000000 ;970
480527000;3;Energest  ] CPU;761328;  60000000 ;12
480527000;3;Energest  ] LPM;59238672;  60000000 ;987
480527000;3;Energest  ] Deep LPM;0;  60000000 ;0
480527000;3;Energest  ] Radio Tx;208776;  60000000 ;3
480527000;3;Energest  ] Radio Rx;57117544;  60000000 ;951
480527000;3;Energest  ] Radio total;57326320;  60000000 ;955
480576000;6;Energest  ] CPU;803736;  60000000 ;13
480576000;6;Energest  ] LPM;59196264;  60000000 ;986
480576000;6;Energest  ] Deep LPM;0;  60000000 ;0
480576000;6;Energest  ] Radio Tx;71928;  60000000 ;1
480576000;6;Energest  ] Radio Rx;58131832;  60000000 ;968
480576000;6;Energest  ] Radio total;58203760;  60000000 ;970
480739000;2;Energest  ] CPU;190408;  60000000 ;3
480739000;2;Energest  ] LPM;59809592;  60000000 ;996
480739000;2;Energest  ] Deep LPM;0;  60000000 ;0
480739000;2;Energest  ] Radio Tx;81872;  60000000 ;1
480739000;2;Energest  ] Radio Rx;45307928;  60000000 ;755
480739000;2;Energest  ] Radio total;45389800;  60000000 ;756
480858000;4;Energest  ] CPU;824664;  60000000 ;13
480858000;4;Energest  ] LPM;59175336;  60000000 ;986
480858000;4;Energest  ] Deep LPM;0;  60000000 ;0
480858000;4;Energest  ] Radio Tx;296552;  60000000 ;4
480858000;4;Energest  ] Radio Rx;57003448;  60000000 ;950
480858000;4;Energest  ] Radio total;57300000;  60000000 ;955
540262000;1;Energest  ] CPU;1138672;  60000000 ;18
540262000;1;Energest  ] LPM;58861328;  60000000 ;981
540262000;1;Energest  ] Deep LPM;0;  60000000 ;0
540262000;1;Energest  ] Radio Tx;535696;  60000000 ;8
540262000;1;Energest  ] Radio Rx;57964304;  60000000 ;966
540262000;1;Energest  ] Radio total;58500000;  60000000 ;975
540383000;5;Energest  ] CPU;2002696;  60000000 ;33
540383000;5;Energest  ] LPM;57997304;  60000000 ;966
540383000;5;Energest  ] Deep LPM;0;  60000000 ;0
540383000;5;Energest  ] Radio Tx;1034504;  60000000 ;17
540383000;5;Energest  ] Radio Rx;57334344;  60000000 ;955
540383000;5;Energest  ] Radio total;58368848;  60000000 ;972
540390000;7;Energest  ] CPU;1983888;  60000000 ;33
540390000;7;Energest  ] LPM;58016112;  60000000 ;966
540390000;7;Energest  ] Deep LPM;0;  60000000 ;0
540390000;7;Energest  ] Radio Tx;960936;  60000000 ;16
540390000;7;Energest  ] Radio Rx;57689064;  60000000 ;961
540390000;7;Energest  ] Radio total;58650000;  60000000 ;977
540527000;3;Energest  ] CPU;783728;  60000000 ;13
540527000;3;Energest  ] LPM;59216272;  60000000 ;986
540527000;3;Energest  ] Deep LPM;0;  60000000 ;0
540527000;3;Energest  ] Radio Tx;204464;  60000000 ;3
540527000;3;Energest  ] Radio Rx;58145536;  60000000 ;969
540527000;3;Energest  ] Radio total;58350000;  60000000 ;972
540576000;6;Energest  ] CPU;809424;  60000000 ;13
540576000;6;Energest  ] LPM;59190576;  60000000 ;986
540576000;6;Energest  ] Deep LPM;0;  60000000 ;0
540576000;6;Energest  ] Radio Tx;58272;  60000000 ;0
540576000;6;Energest  ] Radio Rx;58291728;  60000000 ;971
