Time;MoteID;State;Value;TotalTicks;Permil
360256000;7;CPU;60000000;  60000000 ;1000
360256000;7;LPM;0;  60000000 ;0
360256000;7;Deep LPM;0;  60000000 ;0
360256000;7;Radio Tx;55128;  60000000 ;0
360256000;7;Radio Rx;59944872;  60000000 ;999
360256000;7;Radio total;60000000;  60000000 ;1000
360426000;11;CPU;60000000;  60000000 ;1000
360426000;11;LPM;0;  60000000 ;0
360426000;11;Deep LPM;0;  60000000 ;0
360426000;11;Radio Tx;107296;  60000000 ;1
360426000;11;Radio Rx;59892704;  60000000 ;998
360426000;11;Radio total;60000000;  60000000 ;1000
360433000;3;CPU;60000000;  60000000 ;1000
360433000;3;LPM;0;  60000000 ;0
360433000;3;Deep LPM;0;  60000000 ;0
360433000;3;Radio Tx;135464;  60000000 ;2
360433000;3;Radio Rx;59864536;  60000000 ;997
360433000;3;Radio total;60000000;  60000000 ;1000
360455000;1;CPU;60000000;  60000000 ;1000
360455000;1;LPM;0;  60000000 ;0
360455000;1;Deep LPM;0;  60000000 ;0
360455000;1;Radio Tx;584496;  60000000 ;9
360455000;1;Radio Rx;59415504;  60000000 ;990
360455000;1;Radio total;60000000;  60000000 ;1000
360529000;5;CPU;60000000;  60000000 ;1000
360529000;5;LPM;0;  60000000 ;0
360529000;5;Deep LPM;0;  60000000 ;0
360529000;5;Radio Tx;130184;  60000000 ;2
360529000;5;Radio Rx;59869816;  60000000 ;997
360529000;5;Radio total;60000000;  60000000 ;1000
360599000;12;CPU;60000000;  60000000 ;1000
360599000;12;LPM;0;  60000000 ;0
360599000;12;Deep LPM;0;  60000000 ;0
360599000;12;Radio Tx;31328;  60000000 ;0
360599000;12;Radio Rx;59968672;  60000000 ;999
360599000;12;Radio total;60000000;  60000000 ;1000
360871000;6;CPU;60000000;  60000000 ;1000
360871000;6;LPM;0;  60000000 ;0
360871000;6;Deep LPM;0;  60000000 ;0
360871000;6;Radio Tx;40032;  60000000 ;0
360871000;6;Radio Rx;59959968;  60000000 ;999
360871000;6;Radio total;60000000;  60000000 ;1000
360963000;4;CPU;60000000;  60000000 ;1000
360963000;4;LPM;0;  60000000 ;0
360963000;4;Deep LPM;0;  60000000 ;0
360963000;4;Radio Tx;347104;  60000000 ;5
360963000;4;Radio Rx;59652896;  60000000 ;994
360963000;4;Radio total;60000000;  60000000 ;1000
360997000;2;CPU;60000000;  60000000 ;1000
360997000;2;LPM;0;  60000000 ;0
360997000;2;Deep LPM;0;  60000000 ;0
360997000;2;Radio Tx;1116920;  60000000 ;18
360997000;2;Radio Rx;58883080;  60000000 ;981
360997000;2;Radio total;60000000;  60000000 ;1000
420024000;10;CPU;60000000;  60000000 ;1000
420024000;10;LPM;0;  60000000 ;0
420024000;10;Deep LPM;0;  60000000 ;0
420024000;10;Radio Tx;102256;  60000000 ;1
420024000;10;Radio Rx;59897744;  60000000 ;998
420024000;10;Radio total;60000000;  60000000 ;1000
420132000;13;CPU;59994856;  59994856 ;1000
420132000;13;LPM;0;  59994856 ;0
420132000;13;Deep LPM;0;  59994856 ;0
420132000;13;Radio Tx;1031616;  59994856 ;17
420132000;13;Radio Rx;58963240;  59994856 ;982
420132000;13;Radio total;59994856;  59994856 ;1000
420256000;7;CPU;60000000;  60000000 ;1000
420256000;7;LPM;0;  60000000 ;0
420256000;7;Deep LPM;0;  60000000 ;0
420256000;7;Radio Tx;35984;  60000000 ;0
420256000;7;Radio Rx;59964016;  60000000 ;999
420256000;7;Radio total;60000000;  60000000 ;1000
420409000;9;CPU;60000000;  60000000 ;1000
420409000;9;LPM;0;  60000000 ;0
420409000;9;Deep LPM;0;  60000000 ;0
420409000;9;Radio Tx;101064;  60000000 ;1
420409000;9;Radio Rx;59898936;  60000000 ;998
420409000;9;Radio total;60000000;  60000000 ;1000
420426000;11;CPU;60000000;  60000000 ;1000
420426000;11;LPM;0;  60000000 ;0
420426000;11;Deep LPM;0;  60000000 ;0
420426000;11;Radio Tx;98496;  60000000 ;1
420426000;11;Radio Rx;59901504;  60000000 ;998
420426000;11;Radio total;60000000;  60000000 ;1000
420433000;3;CPU;60000000;  60000000 ;1000
420433000;3;LPM;0;  60000000 ;0
420433000;3;Deep LPM;0;  60000000 ;0
420433000;3;Radio Tx;127704;  60000000 ;2
420433000;3;Radio Rx;59872296;  60000000 ;997
420433000;3;Radio total;60000000;  60000000 ;1000
420455000;1;CPU;60000000;  60000000 ;1000
420455000;1;LPM;0;  60000000 ;0
420455000;1;Deep LPM;0;  60000000 ;0
420455000;1;Radio Tx;589064;  60000000 ;9
420455000;1;Radio Rx;59410936;  60000000 ;990
420455000;1;Radio total;60000000;  60000000 ;1000
420529000;5;CPU;60000000;  60000000 ;1000
420529000;5;LPM;0;  60000000 ;0
420529000;5;Deep LPM;0;  60000000 ;0
420529000;5;Radio Tx;92400;  60000000 ;1
420529000;5;Radio Rx;59907600;  60000000 ;998
420529000;5;Radio total;60000000;  60000000 ;1000
420599000;12;CPU;60000000;  60000000 ;1000
420599000;12;LPM;0;  60000000 ;0
420599000;12;Deep LPM;0;  60000000 ;0
420599000;12;Radio Tx;34336;  60000000 ;0
420599000;12;Radio Rx;59965664;  60000000 ;999
420599000;12;Radio total;60000000;  60000000 ;1000
420871000;6;CPU;60000000;  60000000 ;1000
420871000;6;LPM;0;  60000000 ;0
420871000;6;Deep LPM;0;  60000000 ;0
420871000;6;Radio Tx;39136;  60000000 ;0
420871000;6;Radio Rx;59960864;  60000000 ;999
420871000;6;Radio total;60000000;  60000000 ;1000
420963000;4;CPU;60000000;  60000000 ;1000
420963000;4;LPM;0;  60000000 ;0
420963000;4;Deep LPM;0;  60000000 ;0
420963000;4;Radio Tx;356968;  60000000 ;5
420963000;4;Radio Rx;59643032;  60000000 ;994
420963000;4;Radio total;60000000;  60000000 ;1000
420997000;2;CPU;60000000;  60000000 ;1000
420997000;2;LPM;0;  60000000 ;0
420997000;2;Deep LPM;0;  60000000 ;0
420997000;2;Radio Tx;1140016;  60000000 ;19
420997000;2;Radio Rx;58859984;  60000000 ;980
420997000;2;Radio total;60000000;  60000000 ;1000
480024000;10;CPU;60000000;  60000000 ;1000
480024000;10;LPM;0;  60000000 ;0
480024000;10;Deep LPM;0;  60000000 ;0
